iteration,batch,learning_rate,ctc_loss,decoded_text
1,45,0.01,1003.26,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,46,0.01,1010.21,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,47,0.01,859.439,gagagagagagagagagagagagagagagagag
1,48,0.01,1061.78,gagagagagagagag
1,49,0.01,1323.41,grgrgrgrgrgrg
1,50,0.01,1265.53,gagagagagagagagagag
1,51,0.01,982.545,gagagagagagagagagagagagagagagagagagagagagag
1,52,0.01,837.249,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,53,0.01,747.682,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,54,0.01,964.618,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
1,55,0.01,1328.59,g g g g g g g g g g g g g g g g
1,56,0.01,1157.4,gigigigigigigigigigigig
1,57,0.01,855.347,gsgsgsgsgsgsgsgsgsgsgsgsgsgsgsg
1,58,0.01,1029.22,gsgsgsgsgsgsgsgsgsgsgsgsgsgsgsgsgsgsgsg
1,59,0.01,1234.52,gkgkgkgkgkgkgkgkgkgkg
1,60,0.01,1105.35,gagagagagagagagagagagagagagagagagagagagagag
1,61,0.01,913.207,g g g g gag gag gag g gag g g g g g gag gagag g g g g g g g g g g g g g g g g g g g g g gag g gagagag gag g g g g g g g g g g
1,62,0.01,828.667,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,63,0.01,622.923,gagagagagagagagagagagagagagagagagag
1,64,0.01,827.002,gagagagagagagag
1,65,0.01,1416.38,grgrgrgrgrg
1,66,0.01,1175.56,gigigigigigigig
1,67,0.01,812.097,gigagagigagagagagigigigagigigigig
1,68,0.01,1043.21,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,69,0.01,985.17,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,70,0.01,1105.29,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,71,0.01,756.62,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
1,72,0.01,1169.26,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
1,73,0.01,844.888,g g g g g g g g g g g g g g g g g g g g g g g g g g g
1,74,0.01,1040.31,g g g g g g g g g g g g g
1,75,0.01,1252.16,g g g g g g g g g
1,76,0.01,1151.24,gagagagagagagagagkgkgkgkgkg
1,77,0.01,545.906,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,78,0.01,1307.46,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,79,0.01,1108.85,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,80,0.01,642.265,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
1,81,0.01,841.903,g g g g g g g g g g g g g g g g g g g g g
1,82,0.01,1382.08,g g g g g g g g g g g g g g
1,83,0.01,1166.83,g g g gagag g g g
1,84,0.01,797.723,gagagagagagagagagagagagagagagagagagagagag
1,85,0.01,1043.14,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,86,0.01,952.599,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,87,0.01,1105.25,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,88,0.01,784.552,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
1,89,0.01,1153.77,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
1,90,0.01,942.709,g g g g g g g g g g g g g g g g g g g g g g g g
1,91,0.01,1035.87,g g g g g g g g g g g g g g g
1,92,0.01,997.155,g g g g g g g g g g g g
1,93,0.01,1050.95,g g g g g g g g g g g g g
1,94,0.01,875.007,gagagagagagagagagagagagagagagagagagagagagagagagagagag
1,95,0.01,1314.55,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,96,0.01,1108.05,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,97,0.01,636.235,gagagagagagagagagagagagagagagagagagagag
1,98,0.01,830.385,g g g g g g g g g g g g g g g
1,99,0.01,1385.36,g g g g g g g g
1,100,0.01,1175.46,g g g g g g g
1,101,0.01,811.109,g g g g g g g g g g g g
1,102,0.01,1034.02,g g g g g g g g g g g g g g g
1,103,0.01,943.082,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
1,104,0.01,1112.73,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,0,0.01,781.387,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,1,0.01,1144.02,g g g g g g g g g g g g g g g g g g g g g g
2,2,0.01,822.167,g g g g g g g g g g g g
2,3,0.01,1045.16,g g g g g g g
2,4,0.01,1269.87,grgrgrgrgrgrgrg
2,5,0.01,1202.27,grgrgrgrgrgrgrgrgrgrg
2,6,0.01,881.935,gigrgrgrgigigigigigrgrgrgrgrgrgrgrgrgrg
2,7,0.01,1254.75,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,8,0.01,1116.12,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,9,0.01,650.425,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,10,0.01,822.546,gagagagagagagagagagagagagagagagagagagagagagagagag
2,11,0.01,1371.05,gagagagagagagagagagagagag
2,12,0.01,1151.4,g g g g g g g
2,13,0.01,780.391,gkgkgkgkgkgkgkgkgkgkgkgkg
2,14,0.01,1049.47,gkgkgkgkgkgkgkgkgkgkgkgkgkgkgkg
2,15,0.01,951.651,gkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkg
2,16,0.01,1066.1,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,17,0.01,762.328,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,18,0.01,1150.92,gagagagag gagagagagag gagagag g g g g gag g g g g gag g gag gag g g g g g g
2,19,0.01,819.59,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,20,0.01,992.555,gagagagagagagagagagagagagagagagagagagagagagagag
2,21,0.01,1191.84,gagagagagagagagagagagagagagagagagagagagag
2,22,0.01,1129.0,gagagagagagagagagagagagagagagagagagagagagag
2,23,0.01,888.209,gagagagagagagagagagagagagagagagagagagagagagagagag
2,24,0.01,1317.54,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,25,0.01,1059.28,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,26,0.01,614.396,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,27,0.01,851.71,g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,28,0.01,1356.65,gag g g gag g gagagagagagagagagagagagagagag g
2,29,0.01,1122.3,gagagagagagagagagagagagagagagagagagagagagagag
2,30,0.01,778.923,gagagagagagagagagagagagagagagagagagag
2,31,0.01,1032.76,gagagagagagagagagagagagagagagagagagagagagagag
2,32,0.01,944.508,gagagagagagagagagagagagagagagagagagagagagagagagagag
2,33,0.01,1099.63,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,34,0.01,629.462,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,35,0.01,1457.29,gagagag gagagagagag gagagagagagagagagagagagag
2,36,0.01,936.111,gigigagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,37,0.01,1236.88,gagagagagagagagagagagagagagagagagagagag
2,38,0.01,1222.77,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,39,0.01,962.551,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,40,0.01,1011.85,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,41,0.01,1062.18,g g g g g g g g g g g g g g g g
2,42,0.01,1073.43,g g g g g g g g g g g g g g
2,43,0.01,1497.17,gag g g g g g g g g g g g g g g g g
2,44,0.01,1294.1,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,45,0.01,933.273,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,46,0.01,1046.23,igagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,47,0.01,845.534,gagagagag g g g g g g g g g g gagagagag gagagagag g g g g g g g g g g g g g gagagagag
2,48,0.01,974.266,gig g g g g g g g g g g g g g g g g g g g g g g
2,49,0.01,1276.43,g g g g g g g g g
2,50,0.01,1212.2,g g g g g g g g g g g g
2,51,0.01,982.85,gagagagagagagag g g g
2,52,0.01,803.523,gagagagagagagagagagagagagagagagagagagagag
2,53,0.01,695.598,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,54,0.01,973.238,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,55,0.01,1262.01,gigagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,56,0.01,1130.0,gigigagagagigigigigigigagagigig gigigigig
2,57,0.01,825.337,gigigigigegegigigigegigigigigigigigeg
2,58,0.01,1012.85,gigegegegegegegegegegegegegeg
2,59,0.01,1203.05,gagagagagagagagagagagag
2,60,0.01,1123.6,g g g g g g g g g g g g g g g
2,61,0.01,878.136,gag g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,62,0.01,820.118,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,63,0.01,613.619,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,64,0.01,811.649,gagagagagagagagagagagagagagagag
2,65,0.01,1390.84,gagagagagagagagagagagag
2,66,0.01,1139.96,gagagagagagagagagagagag
2,67,0.01,824.462,gdgagagagagagagagagagagagagagagag
2,68,0.01,993.641,gagagagagagagagagagagagagagagagagagagag
2,69,0.01,944.892,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,70,0.01,1056.88,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,71,0.01,789.203,gagagagagagagagagagag g g g gagagag g gagagagagagagagagagagagagag g g g gagagag g g g g g gagagag gagag g gagagagagagagagagagagag
2,72,0.01,1148.95,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,73,0.01,817.105,g g g g g g g g g g g g g g g g g
2,74,0.01,1030.24,g g g g g g g
2,75,0.01,1265.14,geg g g g g
2,76,0.01,1203.94,gegegegegeg
2,77,0.01,498.891,gegegegegegegegegegegegegegegeg
2,78,0.01,1307.16,gegegegegegegegegegegegegegegegegegegeg
2,79,0.01,1122.97,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,80,0.01,695.202,gagagag g gagagagagagagagagagagagagagagagagagag g gagagagagag g g g g g gagagag g g gagagagagagagag
2,81,0.01,852.565,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,82,0.01,1354.41,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,83,0.01,1139.9,gag g g g g g g g g g g g g g g g g g
2,84,0.01,788.983,gagagagagagagagagagag
2,85,0.01,1080.57,gagagagagagagagag
2,86,0.01,966.117,gagagagagagagagagagagagagagag
2,87,0.01,1139.12,gkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkgkg
2,88,0.01,826.049,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,89,0.01,1153.52,igagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,90,0.01,913.523,igagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
2,91,0.01,1029.15,ig g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,92,0.01,966.357,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,93,0.01,1024.18,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,94,0.01,884.475,geg g g g g g g g g g g g g g g g g g g g g g g g g g g g g
2,95,0.01,1338.45,gegegeg g g g g g g gegeg
